"","agency_name","position_title","attorney","employer","start_date","end_date","title","notes"
"6359","Treasury","General Counsel","Brent James McIntosh","Fairholme Capital Management LLC (client of Sullivan & Cromwell LLP)",2017,NA,"Legal services",NA
"6360","Treasury","General Counsel","Brent James McIntosh","GSO Capital Partners LP (client of Sullivan & Cromwell LLP)",2017,NA,"Legal services",NA
"6361","Treasury","General Counsel","Brent James McIntosh","Paulson & Co. Inc. (client of Sullivan & Cromwell LLP)",2017,NA,"Legal services",NA
"6362","Treasury","General Counsel","Brent James McIntosh","One client (an organizational client of Sullivan & Cromwell) is not listed because the client is subject to a non-public investigation",2017,NA,"",NA
"6363","Treasury","General Counsel","Brent James McIntosh","Sullivan & Cromwell LLP",2017,NA,"Partner",NA
"6364","Treasury","General Counsel","Brent James McIntosh","Ahn Family Foundation",2017,NA,"Grants Committee Member",NA
"6365","National Mediation Board","Board Member","Linda Puchala","",2017,NA,"",NA
"6366","White House Office","Special Projects and Travel Manager for White House Management Office","Grace E. McCaffrey","",NA,NA,"",NA
"6367","White House Office","Assistant to the President and Deputy National Security Advisor","Charles G. Kupperman","",NA,NA,"",NA
"6368","White House Office","Associate Director","Simon B. Miller","",NA,NA,"",NA
"6369","White House Office","Special Assistant to the President and Director of the Office of the Chief of Staff","Caroline E. Moore","",NA,NA,"",NA
"6370","White House Office","Special Assistant to the President and Deputy Director of Intergovernmental Affairs","Nicholas D. Pottebaum","",NA,NA,"",NA
"6371","White House Office","Deputy Assistant to the President for International Economic Affairs and Deputy Director of the National Economic Council","Kelly A. Shaw","",NA,NA,"",NA
"6372","State","Ambassador, Netherlands","Peter Hoekstra","Greenberg Traurig, LLP",2017,NA,"Consulting and lobbying.",NA
"6373","State","Ambassador, Netherlands","Peter Hoekstra","Hoekstra Global Strategies",2017,NA,"Company that managed my consulting business.  Business consulting and minimal lobbying.",NA
"6374","State","Ambassador, Netherlands","Peter Hoekstra","Gentex Corporation",2017,NA,"Board of Directors",NA
"6375","State","Ambassador, Netherlands","Peter Hoekstra","Columbia Helicopters",2017,NA,"Consulting and lobbying through Hoekstra Global Strategies and previously Greenberg Traurig.",NA
"6376","State","Ambassador, Netherlands","Peter Hoekstra","Core Energy",2017,NA,"Consulting and lobbying through Hoekstra Global Strategies.",NA
"6377","State","Ambassador, Netherlands","Peter Hoekstra","Sanitas",2017,NA,"Consulting through Hoekstra Global Strategies and Greenberg Traurig.",NA
"6378","State","Ambassador, Netherlands","Peter Hoekstra","SecureCloud Systems",2017,NA,"Consulting through Hoekstra Global Strategies.",NA
"6379","State","Ambassador, Netherlands","Peter Hoekstra","Millfield Global Strategies",2017,NA,"Consulting through Hoekstra Global Strategies",NA
"6380","State","Ambassador, Netherlands","Peter Hoekstra","Investigative Project on Terrorism",2017,NA,"Consulting and research through Hoekstra Global Strategies (no lobbying.)",NA
"6381","State","Ambassador, Netherlands","Peter Hoekstra","Newsmax Media",2017,NA,"Consultant and contributor through Hoekstra Global Strategies.",NA
"6382","State","Ambassador, Netherlands","Peter Hoekstra","Center for Security Policy",2017,NA,"Consulting through Hoekstra Global Strategy",NA
"6383","State","Ambassador, Netherlands","Peter Hoekstra","Bayer AG",2017,NA,"Consulting and lobbying through  Greenberg Traurig (Germany).",NA
"6384","State","Ambassador, Netherlands","Peter Hoekstra","Covanta Energy Company Corporation",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6385","State","Ambassador, Netherlands","Peter Hoekstra","Crye Precision",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6386","State","Ambassador, Netherlands","Peter Hoekstra","Fcc Holdings",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6387","State","Ambassador, Netherlands","Peter Hoekstra","Helicopter Coaltion",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6388","State","Ambassador, Netherlands","Peter Hoekstra","IHS Global",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6389","State","Ambassador, Netherlands","Peter Hoekstra","ITG Brands, LLC",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6390","State","Ambassador, Netherlands","Peter Hoekstra","Kurdistan Regional Government",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6391","State","Ambassador, Netherlands","Peter Hoekstra","LifePoint Hospitals",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6392","State","Ambassador, Netherlands","Peter Hoekstra","Lorilard Company",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6393","State","Ambassador, Netherlands","Peter Hoekstra","Related Companies, The",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6394","State","Ambassador, Netherlands","Peter Hoekstra","Sanitec Industries",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6395","State","Ambassador, Netherlands","Peter Hoekstra","Texas Scottish Rite Hospital for Children",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6396","State","Ambassador, Netherlands","Peter Hoekstra","JSC Belaruskali / OJSC Belarussian Potash Company",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6397","State","Ambassador, Netherlands","Peter Hoekstra","Hausler, Janette",2017,NA,"Consulting and lobbying through Greenberg Traurig.",NA
"6398","State","Ambassador, Netherlands","Peter Hoekstra","Hoekstra Global Strategies",2017,NA,"President",NA
"6399","State","Ambassador, Netherlands","Peter Hoekstra","Gentex Corporation",2017,NA,"Director",NA
"6400","State","Ambassador, Netherlands","Peter Hoekstra","Greenberg Traurig, LLP",2017,NA,"Senior Adviser",NA
"6401","State","Ambassador, Netherlands","Peter Hoekstra","Netherlands American Foundation",2017,NA,"Director, Executive Committee",NA
"6402","White House Office","Special Assistant to the President and Deputy Director of Political Affairs for Policy and Personnel","Gregory L. Smith","",NA,NA,"",NA
"6403","Nuclear Regulatory Commission","Commissioner","David Wright","Pepco Holdings, Inc.",NA,NA,"Consultant (Personal services provided through David Wright Directions, LLC)",NA
"6404","Nuclear Regulatory Commission","Commissioner","David Wright","Edison Electric Institute",NA,NA,"Consultant (Personal services provided through David Wright Directions, LLC)",NA
"6405","Nuclear Regulatory Commission","Commissioner","David Wright","Nuclear Matters",NA,NA,"Consulting services on leadership council (Personal services provided through David Wright Directions, LLC)",NA
"6406","Nuclear Regulatory Commission","Commissioner","David Wright","The SEFA Group",NA,NA,"Adviser/Consultant (Personal services provided through David Wright Directions, LLC)",NA
"6407","Nuclear Regulatory Commission","Commissioner","David Wright","David Wright Directions, LLC",NA,NA,"This is my personal business LLC through which I provide consulting services.",NA
"6408","Nuclear Regulatory Commission","Commissioner","David Wright","David Wright Directions, LLC",NA,NA,"President",NA
"6409","Nuclear Regulatory Commission","Commissioner","David Wright","E4Carolina's",NA,NA,"Board Member",NA
"6410","Nuclear Regulatory Commission","Commissioner","David Wright","Nuclear Waste Strategy Coalition",NA,NA,"ex-officio, Chairman Emeritus",NA
"6411","Nuclear Regulatory Commission","Commissioner","David Wright","Nuclear Matters",NA,NA,"Advocacy Council",NA
"6412","Nuclear Regulatory Commission","Commissioner","David Wright","Irmo-Chapin Recreation Commission",NA,NA,"Youth Baseball Umpire",NA
"6413","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","Consolidated Rail Corporation",2018,NA,"President and Chief Operating Officer",NA
"6414","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","Las Vegas Railway Express",2018,NA,"Board of Directors",NA
"6415","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","On Track North America",2018,NA,"Board of Director",NA
"6416","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","J.W. Barriger III National Railroad Library",2018,NA,"Board of Trustee",NA
"6417","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","Adrian College",2018,NA,"Board of Trustee",NA
"6418","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","Consolidated Rail Corporation",2018,NA,"Corporate Officer",NA
"6419","Transportation","Administrator, Federal Railroad Administration","Ronald L. Batory","University of Denver, Transportation Institute",2018,NA,"Board of Directors",NA
"6420","State","Ambassador, Lesotho","Rebecca Eliza Gonzales","",2017,NA,"",NA
"6421","State","Ambassador, South Sudan","Thomas J. Hushek","",NA,NA,"",NA
"6422","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Global Investors L.P. - Uncompensated",2017,NA,"CEO & Manager",NA
"6423","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Global Capital Management LLC - Uncompensated",2017,NA,"Manager",NA
"6424","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Global Associates LLC - Uncompensated",2017,NA,"Senior Managing Member",NA
"6425","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Global Investors Fund I L.P. - Uncompensated",2017,NA,"Senior Managing Member of General Partner",NA
"6426","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Global Investors LLC - Uncompensated",2017,NA,"Member",NA
"6427","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Hunter Advisors LLC - Uncompensated",2017,NA,"Managing Member",NA
"6428","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","HGI Opportunities GP LLC - Uncompensated",2017,NA,"Manager",NA
"6429","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","HGI Opportunities Fund L.P. - Uncompensated",2017,NA,"Manager",NA
"6430","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Angler Advisors LLC, name changed to HGI DB Fund I LLC on 3/24/2015 - Uncompensated",2017,NA,"Manager",NA
"6431","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","HGI DB Fund I LLC, F/K/A Angler Advisors LLC - Uncompensated",2017,NA,"Manager",NA
"6432","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","HGI DB Fund II LLC - Uncompensated",2017,NA,"Manager",NA
"6433","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Buchan Holdings LLC - Uncompensated",2017,NA,"Sole Member",NA
"6434","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Buchan Livestock LLC - Uncompensated",2017,NA,"Sole Member",NA
"6435","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","22 Briarcliff LLC - Uncompensated",2017,NA,"Sole Member",NA
"6436","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Longfield Farm Produce LLC - Uncompensated",2017,NA,"Managing Member",NA
"6437","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Longfield Farm Florida LLC - Uncompensated",2017,NA,"Sole Member",NA
"6438","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","The University of North Carolina's Arts & Sciences Foundation - Uncompensated",2017,NA,"Vice Chair",NA
"6439","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","The Buchan Foundation - Uncompensated",2017,NA,"Trustee",NA
"6440","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","South Forty Property Owners' Association, Inc. - Uncompensated",2017,NA,"President",NA
"6441","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","R. Duke Buchan III Revocable Trust - Uncompensated",2017,NA,"Grantor & Trustee",NA
"6442","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","CSB Revocable Trust - Uncompensated",2017,NA,"Grantor & Trustee",NA
"6443","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","RDB IV Revocable Trust - Uncompensated",2017,NA,"Grantor & Trustee",NA
"6444","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","JFB Revocable Trust - Uncompensated",2017,NA,"Grantor & Trustee",NA
"6445","State","Ambassador, Spain & Andorra","Robert Duke Buchan III","Flournoy Development Company, LLC - Uncompensated",2017,NA,"Business Advisory Committee Member",NA
"6446","State","Ambassador, Mauritania","Michael James Dodman","",2017,NA,"",NA
"6447","Nuclear Regulatory Commission","Chairman","Kristine L. Svinicki","",2017,NA,"",NA
"6448","State","Ambassador, Peru","Krishna R. Urs","",2017,NA,"",NA
"6449","State","Ambassador, Ethiopia","Michael Arthur Raynor","",2017,NA,"",NA
"6450","State","Ambassador, Haiti","Michele Jeanne Sison","",2017,NA,"",NA
"6451","State","Ambassador, Djibouti","Larry Edward Andre Jr.","",2017,NA,"",NA
"6452","State","Ambassador, Guatemala","Luis E. Arreaga","University of Wisconsin",2017,NA,"Member of the Board of Trustees",NA
"6453","State","Ambassador, Morocco","David T. Fischer","Suburban Employee Services, LLC",NA,NA,"President, Chairman, and CEO leadership duties for entities listed in Part 1 line 1, and lines 12-102.",NA
"6454","State","Ambassador, Morocco","David T. Fischer","Suburban Motors Company, LLC",NA,NA,"Reimbursement of expenses.",NA
"6455","State","Ambassador, Morocco","David T. Fischer","Suburban Employee Services, LLC",NA,NA,"Chairman & CEO",NA
"6456","State","Ambassador, Morocco","David T. Fischer","David T. Fischer Living Trust",NA,NA,"Trustee",NA
"6457","State","Ambassador, Morocco","David T. Fischer","Fischer Family Foundation",NA,NA,"Director",NA
"6458","State","Ambassador, Morocco","David T. Fischer","The Fischer Family Fund, Inc.",NA,NA,"Director",NA
"6459","State","Ambassador, Morocco","David T. Fischer","300 Medical, LLC",NA,NA,"Director",NA
"6460","State","Ambassador, Morocco","David T. Fischer","College for Creative Studies",NA,NA,"Trustee",NA
"6461","State","Ambassador, Morocco","David T. Fischer","The Community Foundation for Southeast Michigan",NA,NA,"Trustee",NA
"6462","State","Ambassador, Morocco","David T. Fischer","The Detroit Institute of Arts",NA,NA,"Emeritus Director",NA
"6463","State","Ambassador, Morocco","David T. Fischer","300 Maplelawn, LLC",NA,NA,"Managing Member",NA
"6464","State","Ambassador, Morocco","David T. Fischer","Airpark, LLC",NA,NA,"Managing Member",NA
"6465","State","Ambassador, Morocco","David T. Fischer","Jayhawk Partners, LLC",NA,NA,"Managing Member",NA
"6466","State","Ambassador, Morocco","David T. Fischer","Global Logistics Services, LLC",NA,NA,"Chairman & CEO",NA
"6467","State","Ambassador, Morocco","David T. Fischer","Southeastern Michigan Accessory Center, LLC",NA,NA,"Chairman & CEO",NA
