id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
7,Лычагин Александр Геннадьевич,Lychagin Alexander Gennadievich,Прокурор региона,region prosecutor,Астраханская область,Astrakhan region,2015,male,1976,44,Московская область,Moscow region,Жуковский,Zhukovsky,Московский юридический институт МВД (Московский университет МВД),Moscow Institute of Law Ministry of Internal Affairs (MVD Moscow University),1998,специалист,specialist,Прокуратура Московской области,The prosecutor's office of Moscow region,Московская область,Moscow region,2000,2004,Заместитель прокурора Жуковского,Deputy Attorney of Zhukovsky,,1,https://lh3.googleusercontent.com/proxy/60SfWzc8UGIWeAropCJWOQkqsdhJDXSwjNBcGYKOe1AYgg9LuMUIU_Vc0s15PfiPrY9clnmLhRgCyxqoZaqmVDsMmQuQmQ9JJ28tFQlczzNEoA1SSGto,"2 689 552,00","5 302 532,00",,1,,
99,,,,,,,,,,,,,,,,,,,,Прокуратура Воронежской области,The prosecutor's office of Voronezh region,Воронежская область,Voronezh region,2001,2004,Заместитель прокурора региона,The deputy prosecutor of the region,,,https://ruspekh.ru/images/articles/52993/2019-06-29-233_86754-1_745581.jpg,4616255,2038006,1,,,
99,,,,,,,,,,,,,,,,,,,,Федеральная служба судебных приставов Воронежской области,Federal Bailiffs Service of the Voronezh region,Воронежская область,Voronezh region,2004,2006,Глава федеральной службы судебных приставов,The head of the Federal Service of Court Bailiffs,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,Прокуратура Воронежской области,The prosecutor's office of Voronezh region,Воронежская область,Voronezh region,2006,2019,Прокурор региона,region prosecutor,,,,,,,,,
176,Малиновский Владимир Владимирович,Malinowski Vladimir Vladimirovich,заместитель Генерального прокурора,Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2006,male,1952,68,Рязанская область,Ryazan Oblast,Рязань,Ryazan,Воронежский государственный университет,Voronezh State University,1976,специалист,specialist,Прокуратура Астраханской области,The prosecutor's office of the Astrakhan region,Астраханская область,Astrakhan region,1976,1989,"следователь прокуратуры Наримановского района г. Астрахани, прокурор, следственного отдела прокуратуры Астраханской области, заместитель начальника следственного отдела прокуратуры Астраханской области прокурор Трусовского района г. Астрахани прокурор Кировского района г. Астрахани","investigator of Narimanov district of Astrakhan, the prosecutor, the prosecutor's office of the investigation department of the Astrakhan region, the deputy head of the investigation department of the Prosecutor's Office of Astrakhan region prosecutor Trusovsky district of Astrakhan prosecutor of the Kirov district of Astrakhan",1,1,https://www.securitymedia.ru/pic/news/one/malinovskiy.jpg,"4 613 213,00","779 555,00",,1,"Дело Ив Роше, приказом генпрокурора РФ Владимира Устинова прокурору края Владимиру Малиновскому объявлено о неполном служебном соответствии[1][2].",
100,,,,,,,,,,,,,,,,,,,,Прокуратура Сахалинской области,The prosecutor's office of the Sakhalin area,Сахалинская область,Sakhalin region,2003,2005,Глава управления,Head of management,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,Прокуратура Камчатского края,The prosecutor's office of the Kamchatka Territory,Камчатский край,Kamchatka Krai,2005,2006,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,2006,2011,Прокурор региона,region prosecutor,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,Прокуратура Коми,Komi prosecutor's office,Коми,Komi,2011,2020,Прокурор региона,region prosecutor,,,,,,,,,
58,Малкин Владислав Александрович,Malkin Vladislav Alexandrovich,Прокурор региона,region prosecutor,Орловская область,Oryol Region,2020,male,1978,42,Туркменистан,Turkmenistan,Мары,Mary,Московский государственный юридический университет (Всесоюзный юридический заочный институт),Moscow State Law University (All-Union Correspondence Institute of Law),2001,специалист,specialist,Прокуратура Краснодарского края,The Prosecutor's Office of Krasnodar Region,Краснодарский край,Krasnodar region,2001,2020,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,https://kubantoday.ru/upload/iblock/04d/04de3ecff1b0ec6126badbb74422daa0.jpg,"2 805 209,00","0,00",1,,,
101,,,,,,,,,,,,,,,,,,,,Прокуратура Москвы,Moscow Prosecutor's Office,Москва,Moscow,2002,2009,Басманным межрайонным прокурором,Basmanny Interdistrict Prosecutor,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,Транспортная прокуратура в Северо-Западном федеральном округе,Transport Prosecutor's Office in the North-West Federal District,Калиниградская область,Kaliningrad region,2009,2010,Заместитель транспортоного прокурора,Deputy Attorney transportonogo,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,Прокуратура Москвы,Moscow Prosecutor's Office,Москва,Moscow,2010,2013,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,Прокуратура Московской области,The prosecutor's office of Moscow region,Москва,Moscow,2013,2019,Прокурор региона,region prosecutor,,,,,,,,,
42,Марков Борис Петрович,Markov Boris Petrovich,Прокурор региона,region prosecutor,Ленинградская область,Leningrad region,2017,male,1963,57,Ставропольский край,Stavropol region,Ессентуки,Essentuki,Кубанский государственный университет,Kuban State University,1986,специалист,specialist,Прокуратура Карачаево-Черкесии,The prosecutor's office of Karachay-Cherkessia,Карачаево-Черкесия,Karachay-Cherkessia,1986,1987,Стажер,trainee,,,https://prokuratura-lenobl.ru/uploads/staff/hlqdnurizrna.jpg,"3 597 479,67",,1,,,
102,,,,,,,,,,,,,,,,,,,,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,2012,2017,заместитель прокурора региона,Deputy Attorney region,,,,,,,,,
